title,country,date_added,release_year,rating,genres,language,popularity,vote_count,vote_average,budget,revenue,has_finance_data,profit,ROI,ROI_capped,financial_status
The Nutcracker,"United Kingdom, Hungary",2010-11-24,2010,5.1,"Music, Fantasy, Family, Adventure",en,14.574,189.0,5.1,90000000.0,17177993.0,Has Finance Data,-72822007.0,-0.8091334111111111,-0.8091334111111111,Unprofitable
Super,United States of America,2010-11-26,2010,6.538,"Comedy, Action, Drama",en,14.298,1597.0,6.538,2500000.0,1185012.0,Has Finance Data,-1314988.0,-0.5259952,-0.5259952,Unprofitable
Hatchet II,United States of America,2010-10-01,2010,5.5,"Horror, Comedy, Thriller",en,14.249,370.0,5.5,2500000.0,156190.0,Has Finance Data,-2343810.0,-0.937524,-0.937524,Unprofitable
Marmaduke,United States of America,2010-06-03,2010,5.2,"Family, Comedy",en,14.108,756.0,5.2,50000000.0,83761844.0,Has Finance Data,33761844.0,0.67523688,0.67523688,Low Profit
Rabbit Hole,United States of America,2010-12-16,2010,6.7,Drama,en,14.074,605.0,6.7,5000000.0,5144717.0,Has Finance Data,144717.0,0.0289434,0.0289434,Low Profit
Inside Job,United States of America,2010-10-08,2010,7.7,"Documentary, Crime",en,14.038,944.0,7.7,2000000.0,7871522.0,Has Finance Data,5871522.0,2.935761,2.935761,Highly Profitable
Brooklyn's Finest,United States of America,2010-03-04,2010,6.3,"Crime, Drama, Thriller",en,14.005,908.0,6.3,17000000.0,45700000.0,Has Finance Data,28700000.0,1.688235294117647,1.688235294117647,Highly Profitable
Green Zone,"France, Japan, Spain, United Kingdom, United States of America",2010-03-11,2010,6.5,"War, Action, Adventure, Drama, Thriller",en,13.96,2198.0,6.5,100000000.0,94882889.0,Has Finance Data,-5117111.0,-0.05117111,-0.05117111,Unprofitable
Vanishing on 7th Street,United States of America,2010-09-11,2010,5.3,"Mystery, Horror, Thriller",en,13.772,578.0,5.3,10000000.0,1671196.0,Has Finance Data,-8328804.0,-0.8328804,-0.8328804,Unprofitable
Cats & Dogs: The Revenge of Kitty Galore,"United States of America, Australia",2010-07-29,2010,5.2,"Family, Adventure, Comedy, Fantasy, Action, Animation",en,13.713,643.0,5.2,85000000.0,112483764.0,Has Finance Data,27483764.0,0.3233384,0.3233384,Low Profit
The Switch,United States of America,2010-05-11,2010,6.2,"Comedy, Romance, Drama",en,13.691,1903.0,6.2,19000000.0,49830607.0,Has Finance Data,30830607.0,1.6226635263157896,1.6226635263157896,Highly Profitable
Alpha and Omega,"India, United States of America",2010-09-16,2010,5.9,"Animation, Family, Comedy, Adventure, Romance",en,13.599,512.0,5.9,20000000.0,50507267.0,Has Finance Data,30507267.0,1.52536335,1.52536335,Highly Profitable
Morning Glory,United States of America,2010-11-10,2010,6.3,"Drama, Comedy, Romance",en,13.541,1508.0,6.3,40000000.0,60040976.0,Has Finance Data,20040976.0,0.5010244,0.5010244,Low Profit
The Loved Ones,Australia,2010-08-04,2010,6.7,Horror,en,13.353,755.0,6.7,4000000.0,358399.0,Has Finance Data,-3641601.0,-0.91040025,-0.91040025,Unprofitable
Tekken,"Japan, United States of America",2010-03-20,2010,5.4,"Crime, Drama, Action, Thriller, Science Fiction",en,13.226,690.0,5.4,30000000.0,967000.0,Has Finance Data,-29033000.0,-0.9677666666666667,-0.9677666666666667,Unprofitable
Fair Game,"United States of America, United Arab Emirates",2010-05-20,2010,6.474,"Drama, Thriller",en,13.226,787.0,6.474,22000000.0,25806953.0,Has Finance Data,3806953.0,0.17304331818181817,0.17304331818181817,Low Profit
It's Kind of a Funny Story,United States of America,2010-10-08,2010,7.0,"Comedy, Drama",en,13.185,2343.0,7.0,8000000.0,6491240.0,Has Finance Data,-1508760.0,-0.188595,-0.188595,Unprofitable
The Killer Inside Me,"Canada, Sweden, United Kingdom, United States of America",2010-02-19,2010,5.8,"Crime, Drama, Thriller",en,13.148,587.0,5.8,13000000.0,3977192.0,Has Finance Data,-9022808.0,-0.6940621538461539,-0.6940621538461539,Unprofitable
London Boulevard,"United Kingdom, United States of America",2010-11-10,2010,5.9,"Drama, Crime",en,13.124,751.0,5.9,25000000.0,8307227.0,Has Finance Data,-16692773.0,-0.66771092,-0.66771092,Unprofitable
The Last Song,United States of America,2010-03-31,2010,7.2,"Drama, Family, Romance",en,13.119,3312.0,7.2,20000000.0,89137047.0,Has Finance Data,69137047.0,3.45685235,3.45685235,Highly Profitable
True Legend,"China, Hong Kong, United States of America",2010-02-09,2010,6.6,"Action, Fantasy",zh,12.973,221.0,6.6,20000000.0,6820000.0,Has Finance Data,-13180000.0,-0.659,-0.659,Unprofitable
I Love You Phillip Morris,"France, United States of America",2010-02-04,2010,6.4,"Comedy, Crime, Drama, Romance",en,12.571,1664.0,6.4,13000000.0,20768906.0,Has Finance Data,7768906.0,0.5976081538461538,0.5976081538461538,Low Profit
Mother's Day,United States of America,2010-09-23,2010,6.505,"Thriller, Crime, Horror",en,12.557,429.0,6.505,11000000.0,863000.0,Has Finance Data,-10137000.0,-0.9215454545454546,-0.9215454545454546,Unprofitable
You Again,United States of America,2010-09-23,2010,6.281,"Comedy, Romance",en,12.44,1245.0,6.281,20000000.0,32054369.0,Has Finance Data,12054369.0,0.60271845,0.60271845,Low Profit
Going the Distance,United States of America,2010-08-27,2010,6.1,"Comedy, Drama, Romance",en,12.269,727.0,6.1,32000000.0,42045846.0,Has Finance Data,10045846.0,0.3139326875,0.3139326875,Low Profit
Little White Lies,France,2010-10-20,2010,7.107,"Comedy, Drama",fr,12.242,1565.0,7.107,25000000.0,48531470.0,Has Finance Data,23531470.0,0.9412588,0.9412588,Low Profit
Four Lions,"France, United Kingdom",2010-05-07,2010,6.955,"Comedy, Crime, Drama",en,12.234,1158.0,6.955,3900000.0,6200000.0,Has Finance Data,2300000.0,0.5897435897435898,0.5897435897435898,Low Profit
Dinner for Schmucks,United States of America,2010-07-30,2010,5.7,Comedy,en,12.162,1794.0,5.7,69000000.0,86387857.0,Has Finance Data,17387857.0,0.2519979275362319,0.2519979275362319,Low Profit
Last Night,"France, United States of America",2010-11-05,2010,6.115,"Drama, Romance",en,12.137,762.0,6.115,7000000.0,7644937.0,Has Finance Data,644937.0,0.09213385714285714,0.09213385714285714,Low Profit
Wild Target,"France, United Kingdom",2010-06-17,2010,6.4,"Action, Comedy",en,12.018,718.0,6.4,8000000.0,3453043.0,Has Finance Data,-4546957.0,-0.568369625,-0.568369625,Unprofitable
The Round Up,"France, Germany, Hungary",2010-03-10,2010,7.55,"Drama, History, War",fr,11.966,1007.0,7.55,20000000.0,25346148.0,Has Finance Data,5346148.0,0.2673074,0.2673074,Low Profit
6 Souls,United States of America,2010-03-27,2010,6.1,"Horror, Mystery, Thriller",en,11.89,709.0,6.1,22000000.0,851517.0,Has Finance Data,-21148483.0,-0.9612946818181818,-0.9612946818181818,Unprofitable
I Am Love,Italy,2010-03-19,2010,6.8,"Drama, Romance",it,11.883,362.0,6.8,3600000.0,12014663.0,Has Finance Data,8414663.0,2.3374063888888887,2.3374063888888887,Highly Profitable
Outside the Law,"Algeria, Belgium, France, Italy, Tunisia",2010-09-21,2010,6.6,"Action, Drama, History, War",fr,11.803,194.0,6.6,30000000.0,3470487.0,Has Finance Data,-26529513.0,-0.8843171,-0.8843171,Unprofitable
My Soul to Take,United States of America,2010-10-08,2010,5.5,"Horror, Mystery",en,11.799,519.0,5.5,25000000.0,21500813.0,Has Finance Data,-3499187.0,-0.13996748,-0.13996748,Unprofitable
Stake Land,United States of America,2010-09-30,2010,6.2,"Drama, Horror, Science Fiction",en,11.743,800.0,6.2,650000.0,33245.0,Has Finance Data,-616755.0,-0.9488538461538462,-0.9488538461538462,Unprofitable
Ramona and Beezus,United States of America,2010-07-23,2010,6.5,"Comedy, Family",en,11.688,755.0,6.5,15000000.0,27293743.0,Has Finance Data,12293743.0,0.8195828666666667,0.8195828666666667,Low Profit
Enthiran,India,2010-10-01,2010,6.6,"Action, Science Fiction",ta,11.482,222.0,6.6,26400000.0,62000000.0,Has Finance Data,35600000.0,1.3484848484848484,1.3484848484848484,Highly Profitable
Stone,United States of America,2010-10-07,2010,5.3,"Drama, Thriller, Action, Mystery",en,11.406,689.0,5.3,22000000.0,9479718.0,Has Finance Data,-12520282.0,-0.5691037272727273,-0.5691037272727273,Unprofitable
The Joneses,United States of America,2010-04-16,2010,6.188,"Comedy, Drama",en,11.396,594.0,6.188,10000000.0,7022728.0,Has Finance Data,-2977272.0,-0.2977272,-0.2977272,Unprofitable
The Company Men,United States of America,2010-10-21,2010,6.5,Drama,en,11.394,734.0,6.5,15000000.0,4882577.0,Has Finance Data,-10117423.0,-0.6744948666666667,-0.6744948666666667,Unprofitable
Somewhere,"France, Italy, Japan, United States of America",2010-09-03,2010,6.1,Drama,en,11.034,749.0,6.1,8000000.0,14788642.0,Has Finance Data,6788642.0,0.84858025,0.84858025,Low Profit
StreetDance 3D,United Kingdom,2010-05-19,2010,6.5,"Music, Romance, Drama",en,11.017,408.0,6.5,5773100.0,18144030.0,Has Finance Data,12370930.0,2.142857390310232,2.142857390310232,Highly Profitable
The Kids Are All Right,United States of America,2010-07-09,2010,6.6,"Comedy, Drama",en,10.92,1495.0,6.6,3500000.0,34705850.0,Has Finance Data,31205850.0,8.915957142857144,8.915957142857144,Highly Profitable
The Other Woman,United States of America,2010-10-28,2010,6.2,Drama,en,10.896,392.0,6.2,30000000.0,1451343.0,Has Finance Data,-28548657.0,-0.9516219,-0.9516219,Unprofitable
The Warrior's Way,"India, New Zealand, South Korea, United States of America",2010-12-01,2010,6.6,"Adventure, Fantasy, Action, Western, Thriller",en,10.893,622.0,6.6,42000000.0,11100000.0,Has Finance Data,-30900000.0,-0.7357142857142858,-0.7357142857142858,Unprofitable
The Illusionist,"France, United Kingdom",2010-06-16,2010,7.2,"Animation, Drama",fr,10.871,620.0,7.2,18000000.0,6007194.0,Has Finance Data,-11992806.0,-0.666267,-0.666267,Unprofitable
Heartbreaker,"France, United States of America",2010-03-17,2010,6.6,"Romance, Comedy",fr,10.822,1350.0,6.6,8700000.0,47355187.0,Has Finance Data,38655187.0,4.443124942528736,4.443124942528736,Highly Profitable
In a Better World,"Denmark, Sweden",2010-08-26,2010,7.118,Drama,da,10.775,412.0,7.118,15000000.0,13004198.0,Has Finance Data,-1995802.0,-0.13305346666666668,-0.13305346666666668,Unprofitable
Extraordinary Measures,United States of America,2010-01-21,2010,6.3,Drama,en,10.774,309.0,6.3,31000000.0,15134293.0,Has Finance Data,-15865707.0,-0.511797,-0.511797,Unprofitable
Repo Men,"Canada, United States of America",2010-03-18,2010,6.323,"Action, Science Fiction, Thriller, Crime",en,10.714,1933.0,6.323,32000000.0,18409891.0,Has Finance Data,-13590109.0,-0.42469090625,-0.42469090625,Unprofitable
The Princess of Montpensier,"France, Germany",2010-11-03,2010,6.375,"Action, Drama, History, Romance",fr,10.707,271.0,6.375,14734000.0,6775121.0,Has Finance Data,-7958879.0,-0.5401709651147006,-0.5401709651147006,Unprofitable
Bereavement,United States of America,2010-07-16,2010,5.3,"Crime, Horror",en,10.623,189.0,5.3,2000000.0,10000000.0,Has Finance Data,8000000.0,4.0,4.0,Highly Profitable
The Debt,United States of America,2010-09-30,2010,6.6,"Drama, Thriller",en,10.548,895.0,6.6,20000000.0,45636368.0,Has Finance Data,25636368.0,1.2818184,1.2818184,Highly Profitable
Bunraku,United States of America,2010-09-01,2010,5.9,"Thriller, Action, Drama",en,10.297,321.0,5.9,25000000.0,129706.0,Has Finance Data,-24870294.0,-0.99481176,-0.99481176,Unprofitable
The Killing Jar,United States of America,2010-02-14,2010,5.4,"Drama, Thriller, Mystery",en,10.212,84.0,5.4,400.0,2.0,Has Finance Data,-398.0,-0.995,-0.995,Unprofitable
Sarah's Key,France,2010-09-16,2010,7.3,"Drama, War",fr,10.117,682.0,7.3,10000000.0,17511906.0,Has Finance Data,7511906.0,0.7511906,0.7511906,Low Profit
Carlos,"Germany, France",2010-07-07,2010,7.0,"Crime, Drama, Thriller, History",en,10.023,205.0,7.0,18000000.0,871279.0,Has Finance Data,-17128721.0,-0.9515956111111111,-0.9515956111111111,Unprofitable
Animal Kingdom,Australia,2010-06-03,2010,6.804,"Crime, Drama",en,9.915,829.0,6.804,5000000.0,1000000.0,Has Finance Data,-4000000.0,-0.8,-0.8,Unprofitable
Detective Dee and the Mystery of the Phantom Flame,"China, Hong Kong",2010-09-18,2010,6.5,"Action, Adventure, Drama, Mystery",zh,9.903,401.0,6.5,13000000.0,51723285.0,Has Finance Data,38723285.0,2.978714230769231,2.978714230769231,Highly Profitable
The Romantics,United States of America,2010-09-10,2010,4.898,"Drama, Romance",en,9.566,241.0,4.898,4500000.0,123820.0,Has Finance Data,-4376180.0,-0.9724844444444445,-0.9724844444444445,Unprofitable
High School,United States of America,2010-06-03,2010,5.711,Comedy,en,9.518,152.0,5.711,10000000.0,221590.0,Has Finance Data,-9778410.0,-0.977841,-0.977841,Unprofitable
The Runaways,United States of America,2010-03-19,2010,6.5,"Music, Drama, History",en,9.491,793.0,6.5,10000000.0,2995811.0,Has Finance Data,-7004189.0,-0.7004189,-0.7004189,Unprofitable
Furry Vengeance,United States of America,2010-04-30,2010,5.021,"Family, Comedy",en,9.433,605.0,5.021,35000000.0,36236710.0,Has Finance Data,1236710.0,0.03533457142857143,0.03533457142857143,Low Profit
Life During Wartime,United States of America,2010-04-16,2010,5.992,"Comedy, Drama",en,9.375,133.0,5.992,4500000.0,744816.0,Has Finance Data,-3755184.0,-0.8344853333333333,-0.8344853333333333,Unprofitable
Space Battleship Yamato,Japan,2010-12-01,2010,6.403,"Science Fiction, Action, Adventure, Drama",ja,9.333,227.0,6.403,12000000.0,49827298.0,Has Finance Data,37827298.0,3.1522748333333332,3.1522748333333332,Highly Profitable
Made in Dagenham,United Kingdom,2010-10-01,2010,6.7,"Comedy, Drama, History",en,9.228,305.0,6.7,7200000.0,12629471.0,Has Finance Data,5429471.0,0.7540931944444444,0.7540931944444444,Low Profit
Welcome to the South,"Germany, Italy",2010-10-01,2010,6.7,Comedy,it,9.1,1807.0,6.7,4000000.0,65584679.0,Has Finance Data,61584679.0,15.39616975,10.81959755187499,Highly Profitable
The Perfect Host,United States of America,2010-07-01,2010,6.4,"Comedy, Thriller, Crime",en,9.095,425.0,6.4,500000.0,453708.0,Has Finance Data,-46292.0,-0.092584,-0.092584,Unprofitable
Karthik Calling Karthik,India,2010-02-26,2010,6.2,"Romance, Thriller",hi,9.029,92.0,6.2,2800000.0,3900000.0,Has Finance Data,1100000.0,0.39285714285714285,0.39285714285714285,Low Profit
Hesher,"Taiwan, United States of America",2010-01-22,2010,6.8,Drama,en,9.015,689.0,6.8,7000000.0,449702.0,Has Finance Data,-6550298.0,-0.9357568571428572,-0.9357568571428572,Unprofitable
Fortress of War,"Belarus, Russia",2010-11-04,2010,7.2,"War, Drama, History, Action",ru,9.01,164.0,7.2,8500000.0,4404729.0,Has Finance Data,-4095271.0,-0.48179658823529414,-0.48179658823529414,Unprofitable
The Last Circus,"Belgium, France, Italy, Spain",2010-12-17,2010,6.7,"Adventure, Comedy, Drama, Horror, Thriller",es,9.0,416.0,6.7,7000000.0,3604598.0,Has Finance Data,-3395402.0,-0.4850574285714286,-0.4850574285714286,Unprofitable
Get Low,United States of America,2010-07-30,2010,6.7,"Drama, Mystery, Comedy",en,8.999,298.0,6.7,700000.0,10522511.0,Has Finance Data,9822511.0,14.032158571428571,10.81959755187499,Highly Profitable
MacGruber,United States of America,2010-05-21,2010,5.4,"Action, Comedy",en,8.953,553.0,5.4,10000000.0,9322895.0,Has Finance Data,-677105.0,-0.0677105,-0.0677105,Unprofitable
The Virginity Hit,United States of America,2010-09-24,2010,4.4,Comedy,en,8.948,72.0,4.4,2000000.0,636706.0,Has Finance Data,-1363294.0,-0.681647,-0.681647,Unprofitable
Another Year,"United Kingdom, United States of America",2010-11-05,2010,7.0,"Drama, Comedy",en,8.946,394.0,7.0,8000000.0,18124262.0,Has Finance Data,10124262.0,1.26553275,1.26553275,Highly Profitable
The Tempest,"India, United Kingdom, United States of America",2010-09-11,2010,5.4,"Drama, Fantasy, Comedy",en,8.891,119.0,5.4,20000000.0,346594.0,Has Finance Data,-19653406.0,-0.9826703,-0.9826703,Unprofitable
Burke & Hare,United Kingdom,2010-10-29,2010,6.1,"Comedy, Thriller, History, Horror",en,8.882,470.0,6.1,10000000.0,4791599.0,Has Finance Data,-5208401.0,-0.5208401,-0.5208401,Unprofitable
Aftershock,"China, Hong Kong",2010-07-22,2010,7.1,Drama,zh,8.879,184.0,7.1,25000000.0,100297064.0,Has Finance Data,75297064.0,3.01188256,3.01188256,Highly Profitable
Why Did I Get Married Too?,United States of America,2010-04-02,2010,6.5,"Comedy, Romance",en,8.786,156.0,6.5,20000000.0,60673972.0,Has Finance Data,40673972.0,2.0336986,2.0336986,Highly Profitable
Dirty Girl,United States of America,2010-09-12,2010,6.067,"Drama, Comedy",en,8.734,194.0,6.067,4000000.0,143485.0,Has Finance Data,-3856515.0,-0.96412875,-0.96412875,Unprofitable
Country Strong,United States of America,2010-12-22,2010,6.1,"Drama, Romance, Music",en,8.721,247.0,6.1,15000000.0,20601987.0,Has Finance Data,5601987.0,0.3734658,0.3734658,Low Profit
Rubber,France,2010-11-09,2010,5.9,"Comedy, Drama, Fantasy, Horror, Mystery",fr,8.682,1031.0,5.9,500000.0,98017.0,Has Finance Data,-401983.0,-0.803966,-0.803966,Unprofitable
Nothing to Declare,France,2010-12-20,2010,5.9,Comedy,fr,8.592,1126.0,5.9,28000000.0,93800000.0,Has Finance Data,65800000.0,2.35,2.35,Highly Profitable
Conviction,United States of America,2010-10-15,2010,7.058,Drama,en,8.498,606.0,7.058,12500000.0,11826980.0,Has Finance Data,-673020.0,-0.0538416,-0.0538416,Unprofitable
Heartbeats,Canada,2010-09-29,2010,7.1,"Drama, Romance",fr,8.49,1013.0,7.1,464229.0,62985.0,Has Finance Data,-401244.0,-0.8643234265847244,-0.8643234265847244,Unprofitable
For Colored Girls,United States of America,2010-11-05,2010,6.7,Drama,en,8.424,79.0,6.7,21000000.0,38000000.0,Has Finance Data,17000000.0,0.8095238095238095,0.8095238095238095,Low Profit
Howl,United States of America,2010-08-26,2010,6.5,Drama,en,8.412,181.0,6.5,5000000.0,1183258.0,Has Finance Data,-3816742.0,-0.7633484,-0.7633484,Unprofitable
Barney's Version,"Canada, Italy, United States of America",2010-10-26,2010,7.029,"Comedy, Drama",en,8.353,459.0,7.029,30000000.0,8454301.0,Has Finance Data,-21545699.0,-0.7181899666666667,-0.7181899666666667,Unprofitable
